Time, Data
0:0:15:156, 2702 
0:0:15:172, 3012 
0:0:15:188, 3179 
0:0:15:204, 3214 
0:0:15:220, 3133 
0:0:15:235, 3034 
0:0:15:250, 2885 
0:0:15:266, 2687 
0:0:15:282, 2499 
0:0:15:298, 2310 
0:0:15:314, 2093 
0:0:15:329, 1977 
0:0:15:345, 1917 
0:0:15:361, 1900 
0:0:15:377, 1926 
0:0:15:393, 2005 
0:0:15:409, 2074 
0:0:15:425, 2105 
0:0:15:441, 2110 
0:0:15:456, 2096 
0:0:15:471, 2049 
0:0:15:487, 1988 
0:0:15:502, 1917 
0:0:15:518, 1826 
0:0:15:534, 1729 
0:0:15:550, 1644 
0:0:15:566, 1536 
0:0:15:581, 1488 
0:0:15:597, 1414 
0:0:15:613, 1362 
0:0:15:628, 1343 
0:0:15:644, 1308 
0:0:15:660, 1266 
0:0:15:676, 1232 
0:0:15:691, 1202 
0:0:15:706, 1222 
0:0:15:721, 1336 
0:0:15:737, 1672 
0:0:15:753, 2080 
0:0:15:769, 2501 
0:0:15:785, 2862 
0:0:15:801, 3166 
0:0:15:817, 3306 
0:0:15:833, 3325 
0:0:15:848, 3273 
0:0:15:863, 3153 
0:0:15:879, 2995 
0:0:15:895, 2825 
0:0:15:911, 2683 
0:0:15:926, 2500 
0:0:15:941, 2330 
0:0:15:956, 2185 
0:0:15:972, 2086 
0:0:15:988, 2032 
0:0:16:4, 2036 
0:0:16:19, 2070 
0:0:16:35, 2113 
0:0:16:51, 2142 
0:0:16:67, 2138 
0:0:16:82, 2122 
0:0:16:97, 2085 
0:0:16:112, 2025 
0:0:16:128, 1965 
0:0:16:144, 1855 
0:0:16:159, 1763 
0:0:16:174, 1686 
0:0:16:190, 1607 
0:0:16:206, 1542 
0:0:16:222, 1492 
0:0:16:237, 1448 
0:0:16:253, 1382 
0:0:16:269, 1329 
0:0:16:284, 1275 
0:0:16:299, 1240 
0:0:16:315, 1202 
0:0:16:331, 1205 
0:0:16:347, 1310 
0:0:16:363, 1529 
0:0:16:379, 1981 
0:0:16:394, 2399 
0:0:16:409, 2780 
0:0:16:425, 3121 
0:0:16:440, 3327 
0:0:16:455, 3360 
0:0:16:471, 3346 
0:0:16:487, 3218 
0:0:16:503, 3073 
0:0:16:518, 2873 
0:0:16:534, 2757 
0:0:16:550, 2624 
0:0:16:566, 2494 
0:0:16:582, 2365 
0:0:16:598, 2221 
0:0:16:614, 2151 
0:0:16:629, 2130 
0:0:16:644, 2122 
0:0:16:660, 2150 
0:0:16:675, 2161 
0:0:16:690, 2159 
0:0:16:705, 2154 
0:0:16:721, 2109 
0:0:16:737, 2053 
0:0:16:753, 1974 
0:0:16:769, 1847 
